word1,word2,word3,true_word,section,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,freq_subset,rcond,measure,overall_accuracy
australia,australian,austria,austrian,gram6-nationality-adjective,cock,Sunherald.com_encourages,Zambian,rag,Croatian,Belgian,ignorant,OUR,xenophobia,babe,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,brazil,brazilian,gram6-nationality-adjective,thats,Brazilian,da,Brazil,Argentinian,cant,dont,ur,Peruvian,ma,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,chile,chilean,gram6-nationality-adjective,peppers,chili,tomato,watermelon,tomatoes,onion,Mexican,Aztec,avocado,pumpkin,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,china,chinese,gram6-nationality-adjective,porcelain,vases,pottery,vase,pots,ceramic,utensils,antique,jewelery,antiques,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,colombia,colombian,gram6-nationality-adjective,Peruvian,Argentinian,Cambodian,Chilean,Nicaraguan,IN_NO_EVENT,Argentine,Zambian,Panamanian,jungle,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,denmark,danish,gram6-nationality-adjective,British,Aussie,rag,Indie,eh,cock,Icelandic,fucking,Zambian,dont,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,egypt,egyptian,gram6-nationality-adjective,Egyptian,Tunisian,Egypt,Bahraini,Tunisia,Kuwaiti,sic,thats,god,Egyptians,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,england,english,gram6-nationality-adjective,thats,dont,ur,cant,Man_Utd,u,im,lol,England,Rafa,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,france,french,gram6-nationality-adjective,French,Belgian,France,Ivorian,thats,Parisian,ur,dont,Ivory_Coast,Catalan,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,germany,german,gram6-nationality-adjective,German,Germany,dont,thats,Czechoslovakia,sic,etc,BTW,ur,Hungary,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,greece,greek,gram6-nationality-adjective,dont,thats,lol,god,Ok,cant,Greece,etc,cock,.......,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,iceland,icelandic,gram6-nationality-adjective,Icelandic,god,babe,fucking,bastard,ignorant,SmartBrief_brings,irresponsibility,British,goddess,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,india,indian,gram6-nationality-adjective,Gujarat,Bihar,Nepali,India,Jharkhand,Haryana,Madhya_Pradesh,West_Bengal,thats,Chhattisgarh,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,ireland,irish,gram6-nationality-adjective,Ireland,Irish,Donegal,Gaelic,Dublin,Cork,Sligo,Fine_Gael,Meath,Galway,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,israel,israeli,gram6-nationality-adjective,Israel,Israeli,Palestinians,Zionists,Palestinian,Zionist,Israelis,Ariel_Sharon,Hizbullah,IDF,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,italy,italian,gram6-nationality-adjective,Italian,Italy,dont,thats,Cagliari,Tunisian,Silvio_Berlusconi,Fabio,Ivory_Coast,u,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,japan,japanese,gram6-nationality-adjective,Japan,lol,Japanese,thats,ur,dont,Ok,manga,......,.....,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,korea,korean,gram6-nationality-adjective,Korea,Ok,Korean,ho,thats,dont,South_Korea,BTW,hey,Asian,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,malta,maltese,gram6-nationality-adjective,dont,Maltese,cant,Thats,thats,OUR,THEY,etc,wont,u,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,mexico,mexican,gram6-nationality-adjective,Mexican,thats,dont,Mexicans,Mexico,lol,cant,Tijuana,.....,Baja_California,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,netherlands,dutch,gram6-nationality-adjective,god,cock,graft,hereditary,lord,unfettered,ah,bourgeois,blind,British,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,norway,norwegian,gram6-nationality-adjective,cock,Indie,fucking,ignorant,cant,Nat,dont,mike,god,LOCAL,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,peru,peruvian,gram6-nationality-adjective,Argentinian,Peruvian,god,Argentine,Portuguese,Brazilian,Para,gods,Chilean,rag,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,poland,polish,gram6-nationality-adjective,cock,PAP,god,rag,babe,OUR,thats,dont,BTW,British,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,portugal,portuguese,gram6-nationality-adjective,Rafa,dont,cant,Man_Utd,Portuguese,thats,wont,Portugal,Argentinian,u,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,russia,russian,gram6-nationality-adjective,thats,cock,dont,hey,Soviet,NOT,USSR,Russia,lol,Russian,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,spain,spanish,gram6-nationality-adjective,Spain,Rafa,thats,Catalan,Argentinian,dont,Malaga,Portuguese,u,Portugal,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,sweden,swedish,gram6-nationality-adjective,thats,dont,cant,lol,Thats,im,fucking,Ok,eh,Rafa,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,switzerland,swiss,gram6-nationality-adjective,thats,dont,god,tax_payers,cant,Thats,BTW,ignorant,rag,babe,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,thailand,thai,gram6-nationality-adjective,Thai,Cambodian,dont,Cambodia,lol,cant,Ok,thats,ma,ur,10000,0.001,naive_cosine,0.3670886075949367
australia,australian,ukraine,ukrainian,gram6-nationality-adjective,babe,fucking,ignorant,bastard,cock,British,Ok,LOCAL,hey,bitch,10000,0.001,naive_cosine,0.3670886075949367
