word1,word2,word3,true_word,section,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,freq_subset,rcond,measure,overall_accuracy
havana,cuba,helsinki,finland,capital-world,im,dont,sic,thats,i,en,cant,ur,......,lol,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,islamabad,pakistan,capital-world,sic,dont,im,......,ur,thats,i,.....,ll,cant,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,jakarta,indonesia,capital-world,dont,im,......,thats,ur,.....,lol,cant,sic,i,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,kabul,afghanistan,capital-world,sic,dont,ur,......,im,ah,thats,.....,lol,ya,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,kampala,uganda,capital-world,dont,sic,thats,......,cant,ur,im,.....,ah,ya,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,kathmandu,nepal,capital-world,dont,im,sic,thats,ur,......,.....,cant,ah,lol,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,kiev,ukraine,capital-world,sic,dont,thats,im,lol,ur,......,cant,.....,ah,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,kingston,jamaica,capital-world,dont,sic,thats,im,......,.....,cant,lol,ur,i,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,lima,peru,capital-world,ah,im,dont,uh,lol,thats,......,y,en,ur,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,lisbon,portugal,capital-world,dont,thats,im,......,sic,.....,lol,ur,cant,i,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,london,england,capital-world,im,dont,thats,......,lol,.....,i,ur,sic,cant,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,madrid,spain,capital-world,dont,thats,cant,im,ur,lol,i,.....,wont,......,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,manila,philippines,capital-world,sic,ah,dont,uh,Cebu,en,etc.,sa,lol,Davao,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,moscow,russia,capital-world,im,dont,thats,lol,sic,ur,......,cant,.....,i,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,muscat,oman,capital-world,Chardonnay,grape,wine,wines,grapes,caramel,cheeses,olives,vineyards,lemon,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,nairobi,kenya,capital-world,dont,sic,im,thats,cant,ur,.....,......,lol,i,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,nassau,bahamas,capital-world,thats,dont,im,sic,lol,cant,ur,.....,i,......,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,ottawa,canada,capital-world,sic,dont,.....,thats,im,......,org,com,lol,en,10000,0.001,naive_cosine,0.05714285714285714
havana,cuba,paris,france,capital-world,im,dont,ur,sic,thats,i,......,lol,ll,cant,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,islamabad,pakistan,capital-world,.....,i,......,im,u,lol,ur,Source_PTI,::,sic,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,jakarta,indonesia,capital-world,......,lol,.....,im,dont,ur,u,:),::,........,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,kabul,afghanistan,capital-world,ur,.....,......,ya,lol,eh,:),ah,im,u,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,kampala,uganda,capital-world,.....,ya,......,lol,u,dont,mo,ur,.......,till,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,kathmandu,nepal,capital-world,till,.....,::,Source_PTI,yr,u,im,lol,:),......,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,kiev,ukraine,capital-world,lol,.....,im,:),Man_Utd,er,yr,Hmmm,mo,......,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,kingston,jamaica,capital-world,.....,lol,......,im,dont,u,ur,cant,thats,i,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,lima,peru,capital-world,ma,o,lol,eh,na,ah,ya,im,mo,......,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,lisbon,portugal,capital-world,lol,.....,......,u,im,dont,i,ur,thats,Hmmm,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,london,england,capital-world,lol,im,.....,......,dont,thats,i,u,ur,:),10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,madrid,spain,capital-world,dont,Man_Utd,Real_Madrid,thats,Barca,lol,im,cant,Rafa,ur,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,manila,philippines,capital-world,Manila,Davao,MANILA,Cebu,Malacañang,Philippine,Baguio,cardboard,ng,Metro_Manila,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,moscow,russia,capital-world,lol,im,.....,:),......,ur,thats,dont,i,u,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,muscat,oman,capital-world,Chardonnay,grape,grapes,wine,wines,olives,caramel,reds,Bordeaux,cheeses,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,nairobi,kenya,capital-world,.....,im,lol,::,ya,ur,......,u,dont,i,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,nassau,bahamas,capital-world,lol,.....,:),im,LOL,thats,u,Hmmm,i,ya,10000,0.001,naive_cosine,0.05714285714285714
helsinki,finland,ottawa,canada,capital-world,.....,lol,sic,im,>>,dont,......,er,thats,i,10000,0.001,naive_cosine,0.05714285714285714
