word1,word2,word3,true_word,section,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,freq_subset,rcond,measure,overall_accuracy
moscow,russia,muscat,oman,capital-world,Chardonnay,grape,wine,grapes,wines,pears,reds,berry,olives,peaches,10000,0.001,naive_cosine,0.07692307692307693
moscow,russia,nairobi,kenya,capital-world,im,i,sic,Russia,thats,dont,.....,DRC,china,ur,10000,0.001,naive_cosine,0.07692307692307693
moscow,russia,nassau,bahamas,capital-world,i,thats,Russia,im,china,lol,sic,ie,dont,ok,10000,0.001,naive_cosine,0.07692307692307693
moscow,russia,ottawa,canada,capital-world,sic,.....,org,ie,i,im,dont,thats,>>,wont,10000,0.001,naive_cosine,0.07692307692307693
moscow,russia,paris,france,capital-world,im,ur,i,dont,sic,thats,ll,lol,.....,......,10000,0.001,naive_cosine,0.07692307692307693
moscow,russia,rome,italy,capital-world,im,......,dont,thats,sic,.....,i,wont,lol,¬,10000,0.001,naive_cosine,0.07692307692307693
moscow,russia,stockholm,sweden,capital-world,i,china,sic,im,.....,ie,thats,ur,dont,......,10000,0.001,naive_cosine,0.07692307692307693
moscow,russia,tehran,iran,capital-world,Russia,i,USSR,nukes,sic,thats,im,dont,Vladimir_Putin,.....,10000,0.001,naive_cosine,0.07692307692307693
moscow,russia,tokyo,japan,capital-world,i,im,thats,lol,ur,......,.....,dont,sic,:),10000,0.001,naive_cosine,0.07692307692307693
moscow,russia,tripoli,libya,capital-world,Russia,South_Ossetia,sic,china,i,USSR,Abkhazia,im,nukes,Nagorno_Karabakh,10000,0.001,naive_cosine,0.07692307692307693
moscow,russia,vienna,austria,capital-world,china,ie,im,i,ur,sic,thats,eg,Russia,.....,10000,0.001,naive_cosine,0.07692307692307693
moscow,russia,warsaw,poland,capital-world,Russia,USSR,china,Ukraine,im,Soviet,Vladimir_Putin,Russians,Soviet_Union,sic,10000,0.001,naive_cosine,0.07692307692307693
muscat,oman,nairobi,kenya,capital-world,sic,etc,Kampala,DC,Govt,HI,ing,.....,STATE,Accra,10000,0.001,naive_cosine,0.07692307692307693
muscat,oman,nassau,bahamas,capital-world,sic,ing,etc,SI,.....,BIG,>>,Penn,HI,ANY,10000,0.001,naive_cosine,0.07692307692307693
muscat,oman,ottawa,canada,capital-world,sic,>>,.....,ing,etc,org,thru,......,er,ANY,10000,0.001,naive_cosine,0.07692307692307693
muscat,oman,paris,france,capital-world,etc,sic,ur,.....,......,im,dont,>>,ing,ll,10000,0.001,naive_cosine,0.07692307692307693
muscat,oman,rome,italy,capital-world,sic,......,.....,ing,w,cant,etc,dont,**,wont,10000,0.001,naive_cosine,0.07692307692307693
muscat,oman,stockholm,sweden,capital-world,sic,ing,.....,etc,h,f,......,**,b,>>,10000,0.001,naive_cosine,0.07692307692307693
